environment | time (second),E | Na (millimolar),E | E (millimolar),E | E' (millimolar/second),E_ | E_ (millimolar),E_ | E_' (millimolar/second),ECl | ECl (millimolar),ECl | ECl' (millimolar/second),ECl_ | ECl_ (millimolar),ECl_ | ECl_' (millimolar/second),ED | ED (millimolar),ED | ED' (millimolar/second),ED_ | ED_ (millimolar),ED_ | ED_' (millimolar/second),ENa | ENa (millimolar),ENa | ENa' (millimolar/second),ENa_ | ENa_ (millimolar),ENa_ | ENa_' (millimolar/second),ENaCl | ENaCl (millimolar),ENaCl | ENaCl' (millimolar/second),ENaCl_ | ENaCl_ (millimolar),ENaCl_ | ENaCl_' (millimolar/second),ENaD | ENaD (millimolar),ENaD | ENaD' (millimolar/second),ENaD_ | ENaD_ (millimolar),ENaD_ | ENaD_' (millimolar/second),reaction_constants | Cl (millimolar),reaction_constants | Cl_ (millimolar),reaction_constants | D (millimolar),reaction_constants | D_ (millimolar),reaction_constants | k1 (second_order_rate_constant),reaction_constants | k10 (first_order_rate_constant),reaction_constants | k11 (second_order_rate_constant),reaction_constants | k12 (first_order_rate_constant),reaction_constants | k13 (second_order_rate_constant),reaction_constants | k14 (first_order_rate_constant),reaction_constants | k15 (second_order_rate_constant),reaction_constants | k16 (first_order_rate_constant),reaction_constants | k17 (first_order_rate_constant),reaction_constants | k18 (first_order_rate_constant),reaction_constants | k19 (first_order_rate_constant),reaction_constants | k2 (first_order_rate_constant),reaction_constants | k20 (first_order_rate_constant),reaction_constants | k21 (second_order_rate_constant),reaction_constants | k22 (first_order_rate_constant),reaction_constants | k23 (second_order_rate_constant),reaction_constants | k24 (first_order_rate_constant),reaction_constants | k25 (second_order_rate_constant),reaction_constants | k26 (first_order_rate_constant),reaction_constants | k27 (second_order_rate_constant),reaction_constants | k28 (first_order_rate_constant),reaction_constants | k29 (second_order_rate_constant),reaction_constants | k3 (second_order_rate_constant),reaction_constants | k30 (first_order_rate_constant),reaction_constants | k31 (second_order_rate_constant),reaction_constants | k32 (first_order_rate_constant),reaction_constants | k4 (first_order_rate_constant),reaction_constants | k5 (second_order_rate_constant),reaction_constants | k6 (first_order_rate_constant),reaction_constants | k7 (second_order_rate_constant),reaction_constants | k8 (first_order_rate_constant),reaction_constants | k9 (second_order_rate_constant),reaction_constants | Na (millimolar),reaction_constants | Na_ (millimolar)
0.299,0.00427709,0.00427709,8.06E-05,0.0237371,0.000447342,0.00826703,0.000155788,0.019093,0.000359821,1.43E-05,-2.95E-05,0.0197446,-0.00187908,0.0509056,0.000959284,0.0573178,0.0010802,0.458781,0.00864546,0.215502,0.0040613,0.000170586,-0.000352869,0.14215,-0.0135283,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.3,0.00427717,0.00427717,8.05E-05,0.0237376,0.00044694,0.00826719,0.000155648,0.0190934,0.000359497,1.42E-05,-2.86E-05,0.0197427,-0.00187879,0.0509065,0.000958424,0.0573189,0.00107922,0.45879,0.00863771,0.215506,0.00405765,0.000170249,-0.000341998,0.142136,-0.0135262,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.301,0.00427725,0.00427725,8.05E-05,0.023738,0.000446548,0.00826734,0.000155512,0.0190937,0.000359182,1.42E-05,-2.77E-05,0.0197408,-0.0018785,0.0509075,0.000957586,0.05732,0.00107828,0.458798,0.00863016,0.215511,0.00405409,0.000169922,-0.000331459,0.142123,-0.0135241,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.302,0.00427733,0.00427733,8.04E-05,0.0237385,0.000446165,0.0082675,0.000155379,0.0190941,0.000358875,1.42E-05,-2.69E-05,0.0197389,-0.00187821,0.0509084,0.000956769,0.057321,0.00107735,0.458807,0.00862279,0.215515,0.00405062,0.000169604,-0.000321237,0.142109,-0.013522,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.303,0.00427741,0.00427741,8.03E-05,0.0237389,0.000445792,0.00826765,0.000155249,0.0190945,0.000358574,1.42E-05,-2.60E-05,0.0197371,-0.00187792,0.0509094,0.000955971,0.0573221,0.00107645,0.458815,0.00861561,0.215519,0.00404723,0.000169297,-0.000311315,0.142096,-0.0135199,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.304,0.00427749,0.00427749,8.03E-05,0.0237394,0.000445428,0.00826781,0.000155123,0.0190948,0.000358281,1.41E-05,-2.52E-05,0.0197352,-0.00187763,0.0509103,0.000955193,0.0573232,0.00107557,0.458824,0.00860859,0.215523,0.00404392,0.000168998,-0.000301678,0.142082,-0.0135178,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.305,0.00427757,0.00427757,8.02E-05,0.0237398,0.000445072,0.00826796,0.000154999,0.0190952,0.000357995,1.41E-05,-2.45E-05,0.0197333,-0.00187733,0.0509113,0.000954431,0.0573243,0.00107471,0.458833,0.00860174,0.215527,0.00404069,0.000168707,-0.000292309,0.142069,-0.0135157,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.306,0.00427765,0.00427765,8.01E-05,0.0237402,0.000444724,0.00826812,0.000154878,0.0190955,0.000357715,1.41E-05,-2.37E-05,0.0197314,-0.00187704,0.0509122,0.000953687,0.0573253,0.00107387,0.458841,0.00859503,0.215531,0.00403753,0.000168424,-0.000283192,0.142055,-0.0135136,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.307,0.00427773,0.00427773,8.01E-05,0.0237407,0.000444383,0.00826827,0.00015476,0.0190959,0.000357441,1.41E-05,-2.30E-05,0.0197296,-0.00187675,0.0509132,0.000952957,0.0573264,0.00107305,0.45885,0.00858846,0.215535,0.00403443,0.000168149,-0.00027431,0.142041,-0.0135115,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.308,0.00427781,0.00427781,8.00E-05,0.0237411,0.000444049,0.00826843,0.000154643,0.0190962,0.000357172,1.40E-05,-2.22E-05,0.0197277,-0.00187646,0.0509142,0.000952242,0.0573275,0.00107224,0.458858,0.00858202,0.215539,0.0040314,0.000167881,-0.000265645,0.142028,-0.0135094,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.309,0.00427789,0.00427789,7.99E-05,0.0237416,0.000443727,0.00826858,0.000154532,0.0190966,0.000356913,1.40E-05,-2.15E-05,0.0197258,-0.00187617,0.0509151,0.000951554,0.0573285,0.00107147,0.458867,0.00857583,0.215543,0.00402848,0.000167625,-0.000257389,0.142014,-0.0135074,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.31,0.00427797,0.00427797,7.99E-05,0.023742,0.000443414,0.00826874,0.000154423,0.019097,0.000356661,1.40E-05,-2.09E-05,0.0197239,-0.00187588,0.0509161,0.000950885,0.0573296,0.00107071,0.458876,0.0085698,0.215547,0.00402564,0.000167379,-0.000249426,0.142001,-0.0135053,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.311,0.00427805,0.00427805,7.98E-05,0.0237425,0.000443109,0.00826889,0.000154317,0.0190973,0.000356416,1.40E-05,-2.02E-05,0.0197221,-0.00187559,0.050917,0.000950233,0.0573307,0.00106998,0.458884,0.00856393,0.215551,0.00402287,0.00016714,-0.000241707,0.141987,-0.0135032,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.312,0.00427813,0.00427813,7.98E-05,0.0237429,0.000442811,0.00826905,0.000154213,0.0190977,0.000356176,1.40E-05,-1.96E-05,0.0197202,-0.0018753,0.050918,0.000949596,0.0573318,0.00106926,0.458893,0.00855819,0.215555,0.00402016,0.000166908,-0.000234223,0.141974,-0.0135011,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.313,0.00427821,0.00427821,7.97E-05,0.0237434,0.00044252,0.0082692,0.000154112,0.019098,0.000355942,1.39E-05,-1.90E-05,0.0197183,-0.00187501,0.0509189,0.000948974,0.0573328,0.00106855,0.458901,0.00855258,0.215559,0.00401752,0.000166684,-0.000226966,0.14196,-0.013499,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.314,0.00427829,0.00427829,7.97E-05,0.0237438,0.000442236,0.00826935,0.000154014,0.0190984,0.000355714,1.39E-05,-1.84E-05,0.0197164,-0.00187472,0.0509198,0.000948366,0.0573339,0.00106787,0.45891,0.00854711,0.215563,0.00401494,0.000166466,-0.000219927,0.141947,-0.0134969,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.315,0.00427837,0.00427837,7.96E-05,0.0237442,0.000441958,0.00826951,0.000153917,0.0190987,0.00035549,1.39E-05,-1.78E-05,0.0197146,-0.00187443,0.0509208,0.000947772,0.057335,0.0010672,0.458918,0.00854176,0.215567,0.00401242,0.000166255,-0.000213099,0.141933,-0.0134948,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.316,0.00427845,0.00427845,7.96E-05,0.0237447,0.000441687,0.00826966,0.000153823,0.0190991,0.000355272,1.39E-05,-1.73E-05,0.0197127,-0.00187414,0.0509217,0.000947192,0.057336,0.00106654,0.458927,0.00853653,0.215571,0.00400996,0.000166051,-0.000206473,0.14192,-0.0134927,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.317,0.00427853,0.00427853,7.95E-05,0.0237451,0.000441422,0.00826981,0.000153731,0.0190994,0.000355058,1.39E-05,-1.67E-05,0.0197108,-0.00187384,0.0509227,0.000946625,0.0573371,0.0010659,0.458935,0.00853141,0.215575,0.00400755,0.000165852,-0.000200041,0.141906,-0.0134906,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.318,0.00427861,0.00427861,7.95E-05,0.0237456,0.000441162,0.00826997,0.000153641,0.0190998,0.00035485,1.39E-05,-1.62E-05,0.0197089,-0.00187355,0.0509236,0.00094607,0.0573382,0.00106527,0.458944,0.00852641,0.215579,0.00400519,0.00016566,-0.000193795,0.141893,-0.0134885,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.319,0.00427869,0.00427869,7.94E-05,0.023746,0.000440908,0.00827012,0.000153552,0.0191002,0.000354645,1.38E-05,-1.57E-05,0.0197071,-0.00187326,0.0509246,0.000945526,0.0573392,0.00106466,0.458952,0.00852151,0.215583,0.00400288,0.000165472,-0.000187728,0.141879,-0.0134864,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.32,0.00427877,0.00427877,7.94E-05,0.0237464,0.000440659,0.00827028,0.000153466,0.0191005,0.000354445,1.38E-05,-1.52E-05,0.0197052,-0.00187297,0.0509255,0.000944995,0.0573403,0.00106406,0.458961,0.00851671,0.215587,0.00400062,0.000165291,-0.000181832,0.141866,-0.0134843,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.321,0.00427885,0.00427885,7.94E-05,0.0237469,0.000440415,0.00827043,0.000153382,0.0191009,0.000354249,1.38E-05,-1.47E-05,0.0197033,-0.00187268,0.0509265,0.000944473,0.0573413,0.00106347,0.458969,0.00851201,0.215591,0.0039984,0.000165114,-0.000176098,0.141853,-0.0134822,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.322,0.00427893,0.00427893,7.93E-05,0.0237473,0.000440176,0.00827058,0.000153299,0.0191012,0.000354056,1.38E-05,-1.43E-05,0.0197014,-0.00187239,0.0509274,0.000943963,0.0573424,0.00106289,0.458978,0.00850741,0.215595,0.00399623,0.000164942,-0.000170521,0.141839,-0.0134802,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.323,0.00427901,0.00427901,7.93E-05,0.0237478,0.000439941,0.00827074,0.000153217,0.0191016,0.000353868,1.38E-05,-1.38E-05,0.0196996,-0.0018721,0.0509284,0.000943462,0.0573435,0.00106232,0.458986,0.00850289,0.215599,0.0039941,0.000164775,-0.000165091,0.141826,-0.0134781,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.324,0.00427909,0.00427909,7.92E-05,0.0237482,0.000439713,0.00827089,0.000153138,0.0191019,0.000353684,1.38E-05,-1.34E-05,0.0196977,-0.00187181,0.0509293,0.000942975,0.0573445,0.00106177,0.458995,0.00849849,0.215603,0.00399203,0.000164615,-0.000159871,0.141812,-0.013476,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.325,0.00427917,0.00427917,7.92E-05,0.0237486,0.00043949,0.00827104,0.000153061,0.0191023,0.000353505,1.38E-05,-1.30E-05,0.0196958,-0.00187152,0.0509302,0.000942499,0.0573456,0.00106123,0.459003,0.0084942,0.215607,0.00399001,0.000164459,-0.000154818,0.141799,-0.0134739,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.326,0.00427925,0.00427925,7.91E-05,0.0237491,0.000439272,0.00827119,0.000152985,0.0191026,0.000353329,1.37E-05,-1.25E-05,0.019694,-0.00187123,0.0509312,0.000942032,0.0573467,0.00106071,0.459012,0.00848999,0.215611,0.00398802,0.000164309,-0.000149917,0.141785,-0.0134718,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.327,0.00427932,0.00427932,7.91E-05,0.0237495,0.000439058,0.00827135,0.000152911,0.019103,0.000353157,1.37E-05,-1.21E-05,0.0196921,-0.00187094,0.0509321,0.000941576,0.0573477,0.00106019,0.45902,0.00848587,0.215615,0.00398608,0.000164163,-0.000145162,0.141772,-0.0134697,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.328,0.0042794,0.0042794,7.91E-05,0.02375,0.000438849,0.0082715,0.000152839,0.0191033,0.000352989,1.37E-05,-1.18E-05,0.0196902,-0.00187065,0.0509331,0.000941128,0.0573488,0.00105968,0.459029,0.00848184,0.215619,0.00398418,0.000164021,-0.000140549,0.141758,-0.0134676,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.329,0.00427948,0.00427948,7.90E-05,0.0237504,0.000438643,0.00827165,0.000152767,0.0191037,0.000352824,1.37E-05,-1.14E-05,0.0196883,-0.00187036,0.050934,0.00094069,0.0573498,0.00105919,0.459037,0.00847788,0.215623,0.00398232,0.000163884,-0.000136075,0.141745,-0.0134655,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.33,0.00427956,0.00427956,7.90E-05,0.0237508,0.000438443,0.00827181,0.000152698,0.019104,0.000352662,1.37E-05,-1.10E-05,0.0196865,-0.00187007,0.050935,0.000940261,0.0573509,0.0010587,0.459046,0.00847401,0.215627,0.0039805,0.000163751,-0.000131736,0.141731,-0.0134634,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.331,0.00427964,0.00427964,7.90E-05,0.0237513,0.000438246,0.00827196,0.000152629,0.0191044,0.000352504,1.37E-05,-1.07E-05,0.0196846,-0.00186978,0.0509359,0.00093984,0.057352,0.00105823,0.459054,0.00847022,0.215631,0.00397871,0.000163622,-0.000127528,0.141718,-0.0134614,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.332,0.00427972,0.00427972,7.89E-05,0.0237517,0.000438053,0.00827211,0.000152562,0.0191047,0.000352349,1.37E-05,-1.03E-05,0.0196827,-0.00186949,0.0509368,0.000939428,0.057353,0.00105776,0.459063,0.0084665,0.215635,0.00397696,0.000163497,-0.000123447,0.141704,-0.0134593,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.333,0.0042798,0.0042798,7.89E-05,0.0237522,0.000437864,0.00827226,0.000152497,0.0191051,0.000352197,1.37E-05,-1.00E-05,0.0196809,-0.0018692,0.0509378,0.000939023,0.0573541,0.00105731,0.459071,0.00846285,0.215639,0.00397524,0.000163376,-0.00011949,0.141691,-0.0134572,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.334,0.00427988,0.00427988,7.89E-05,0.0237526,0.000437678,0.00827242,0.000152432,0.0191055,0.000352048,1.37E-05,-9.68E-06,0.019679,-0.00186891,0.0509387,0.000938627,0.0573551,0.00105686,0.45908,0.00845928,0.215643,0.00397356,0.000163259,-0.000115653,0.141677,-0.0134551,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.335,0.00427996,0.00427996,7.88E-05,0.023753,0.000437497,0.00827257,0.000152369,0.0191058,0.000351901,1.36E-05,-9.36E-06,0.0196771,-0.00186862,0.0509396,0.000938238,0.0573562,0.00105642,0.459088,0.00845578,0.215647,0.00397191,0.000163145,-0.000111934,0.141664,-0.013453,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.336,0.00428003,0.00428003,7.88E-05,0.0237535,0.000437318,0.00827272,0.000152307,0.0191062,0.000351758,1.36E-05,-9.06E-06,0.0196753,-0.00186833,0.0509406,0.000937857,0.0573572,0.00105599,0.459097,0.00845234,0.215651,0.00397029,0.000163035,-0.000108329,0.141651,-0.0134509,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.337,0.00428011,0.00428011,7.88E-05,0.0237539,0.000437144,0.00827287,0.000152247,0.0191065,0.000351618,1.36E-05,-8.77E-06,0.0196734,-0.00186804,0.0509415,0.000937483,0.0573583,0.00105557,0.459105,0.00844897,0.215655,0.0039687,0.000162929,-0.000104836,0.141637,-0.0134488,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.338,0.00428019,0.00428019,7.87E-05,0.0237543,0.000436972,0.00827303,0.000152187,0.0191069,0.00035148,1.36E-05,-8.49E-06,0.0196715,-0.00186775,0.0509425,0.000937116,0.0573594,0.00105515,0.459114,0.00844567,0.215659,0.00396714,0.000162826,-0.00010145,0.141624,-0.0134468,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.339,0.00428027,0.00428027,7.87E-05,0.0237548,0.000436804,0.00827318,0.000152128,0.0191072,0.000351344,1.36E-05,-8.21E-06,0.0196697,-0.00186747,0.0509434,0.000936756,0.0573604,0.00105475,0.459122,0.00844242,0.215663,0.00396562,0.000162726,-9.82E-05,0.14161,-0.0134447,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.34,0.00428035,0.00428035,7.87E-05,0.0237552,0.000436639,0.00827333,0.000152071,0.0191076,0.000351212,1.36E-05,-7.95E-06,0.0196678,-0.00186718,0.0509443,0.000936403,0.0573615,0.00105435,0.45913,0.00843924,0.215667,0.00396412,0.000162629,-9.50E-05,0.141597,-0.0134426,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.341,0.00428043,0.00428043,7.86E-05,0.0237556,0.000436477,0.00827348,0.000152015,0.0191079,0.000351081,1.36E-05,-7.69E-06,0.0196659,-0.00186689,0.0509453,0.000936056,0.0573625,0.00105396,0.459139,0.00843612,0.215671,0.00396265,0.000162535,-9.19E-05,0.141583,-0.0134405,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
